"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Хаимович","M","Хаїмовичу","Хаїмовича","Хаїмовичу","Хаїмовича","Хаїмовичем","Хаїмовичу"
"Хаимовна","F","Хаїмівно","Хаїмівни","Хаїмівні","Хаїмівни","Хаїмівною","Хаїмівні"
"Хайбулович","M","","","","","",""
"Хайбулівна","F","","","","","",""
"Хайдарович","M","Хайдаровичу","Хайдаровича","Хайдаровичу","Хайдаровича","Хайдаровичем","Хайдаровича"
"Хайдаровна","F","Хайдарівно","Хайдарівни","Хайдарівні","Хайдарівни","Хайдарівною","Хайдарівні"
"Хаймберович","M","Хаймберовичу","Хаймберовича","Хаймберовичу","Хаймберовича","Хаймберовичем","Хаймберовичу"
"Хайретдінович","M","","","","","",""
"Хайретдінівна","F","","","","","",""
"Хайримович","M","Хайримовичу","Хайримовича","Хайримовичу","Хайримовича","Хайримовичем","Хайримовичу"
"Хайримівна","F","","","","","",""
"Хайрійович","M","","","","","",""
"Хайрієвна","F","","","","","",""
"Хакедович","M","","","","","",""
"Хакедівна","F","","","","","",""
"Хакимович","M","Хакімовичу","Хакімовича","Хакімовичу","Хакімовича","Хакімовичем","Хакімовичу"
"Хакимовна","F","Хакимівно","Хакимівни","Хакимівні","Хакимівни","Хакимівною","Хакимівні"
"Халаквердиевич","M","Халаквердійовичу","Халаквердійовича","Халаквердійовичу","Халаквердійовича","Халаквердійовичем","Халаквердійовичу"
"Халедович","M","","","","","",""
"Халедівна","F","","","","","",""
"Халибович","M","Халібовичу","Халібовича","Халібовичу","Халібовича","Халібовичем","Халібовичу"
"Халикович","M","Халіковичу","Халіковича","Халіковичу","Халіковича","Халіковичем","Халіковичу"
"Халилович","M","Халіловичу","Халіловича","Халіловичу","Халіловича","Халіловичем","Халіловичу"
"Халиловна","F","Халилівно","Халилівни","Халилівні","Халилівни","Халилівною","Халилівні"
"Халилпашаевич","M","Халілпашайовичу","Халілпашайовича","Халілпашайовичу","Халілпашайовича","Халілпашайовичем","Халілпашайовичу"
"Халилулаевич","M","Халілулайовичу","Халілулайовича","Халілулайовичу","Халілулайовича","Халілулайовичем","Халілулайовичу"
"Халимович","M","Халімовичу","Халімовича","Халімовичу","Халімовича","Халімовичем","Халімовичу"
