"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Тина","F","Тины","Тине","Тины","Тиной","Тине"
"Тит","M","Тита","Титу","Тита","Титом","Тите"
"Титус","M","","","","",""
"Тифик","M","","","","",""
"Тихир","M","","","","",""
"Тихомир","M","Тихомира","Тихомиру","Тихомира","Тихомиром","Тихомире"
"Тихон","M","Тихона","Тихону","Тихона","Тихоном","Тихоне"
"Тишти","M","","","","",""
"Тлеубек","M","","","","",""
"Тодан","M","","","","",""
"Тоджан","M","Тоджана","Тоджану","Тоджана","Тоджаном","Тоджане"
"Тодор","M","Тодора","Тодору","Тодора","Тодором","Тодоре"
"Тодосий","M","","","","",""
"Тойва","M","","","","",""
"Толбон","M","","","","",""
"Толгат","M","","","","",""
"Толий","M","","","","",""
"Толфик","M","","","","",""
"Том","M","Тома","Тому","Тома","Томом","Томе"
"Томас","M","Томаса","Томасу","Томаса","Томасом","Томасе"
"Томаш","M","Томаша","Томашу","Томаша","Томашом","Томаше"
"Томер","M","Томера","Томеру","Томера","Томером","Томере"
"Томил","M","","","","",""
"Тони","M","Тони","Тони","Тони","Тони","Тони"
"Торай","M","","","","",""
"Тореодор","M","","","","",""
"Торже","M","","","","",""
"Торос","M","Тороса","Торосу","Тороса","Торосом","Торосе"
"Тотраз","M","","","","",""
"Тофик","M","Тофика","Тофику","Тофика","Тофиком","Тофике"
"Тофил","M","","","","",""
"Тофит","M","","","","",""
"Тофтис","M","","","","",""
"Тошипек","M","","","","",""
"Трандафир","M","","","","",""
"Тристан","M","Тристана","Тристану","Тристана","Тристаном","Тристане"
"Трифон","M","Трифона","Трифону","Трифона","Трифоном","Трифоне"
"Триэл","M","","","","",""
"Трофим","M","Трохима","Трохиму","Трохима","Трохимом","Трохиме"
"Троян","M","Трояна","Трояну","Трояна","Трояном","Трояне"
"Туймурод","M","","","","",""
"Тули","M","Тулия","Тулию","Тулия","Тулием","Тулие"
"Тулюгал","M","","","","",""
"Туляган","M","","","","",""
"Тунси","M","Тунси","Тунси","Тунси","Тунси","Тунси"
"Турали","M","","","","",""
"Тургул","M","Тургула","Тургулу","Тургула","Тургулом","Тургуле"
"Тургумбай","M","","","","",""
"Тургунбай","M","Тургунбая","Тургунбаю","Тургунбая","Тургунбаем","Тургунбае"
"Турдимурат","M","","","","",""
"Турий","M","","","","",""
"Турсин","M","","","","",""
"Турсун","M","","","","",""
"Тутусий","M","","","","",""
"Тухтаси","M","","","","",""
"Тымко","M","","","","",""
"Уболя","F","Уболи","Уболи","Уболи","Уболией","Уболе"
"Удай","M","Удая","Удаю","Удая","Удаем","Удае"
"Узак","M","Узака","Узаку","Узака","Узаком","Узаке"
"Уктям","M","","","","",""
"Улви","M","Улвия","Улвию","Улвия","Улвием","Улвие"
"Улиш","M","","","","",""
"Улиян","M","Улияна","Улияну","Улияна","Улияном","Улияне"
"Улькер","F","Улькеры","Улькере","Улькеры","Улькерой","Улькере"
"Улькера","F","","","","",""
"Ульрих","M","","","","",""
"Ульфат","M","","","","",""
"Ульян","M","","","","",""
"Ульяна","F","Ульяны","Ульяне","Ульяны","Ульяной","Ульяне"
"Умакан","M","","","","",""
"Умар","M","","","","",""
"Уматгер","M","","","","",""
"Умер","M","Умера","Умеру","Умера","Умером","Умере"
"Умет","M","","","","",""
"Умид","M","Умида","Умиду","Умида","Умидом","Умиде"
"Умирян","M","","","","",""
"Умурзак","M","","","","",""
"Унаркул","M","","","","",""
"Уолент","M","","","","",""
"Уразалий","M","","","","",""
"Урал Оглы","M","","","","",""
"Урин","M","","","","",""
"Урмас","M","Урмаса","Урмасу","Урмаса","Урмасом","Урмасе"
"Урфан","M","Урфана","Урфану","Урфана","Урфаном","Урфане"
"Урх","M","Урха","Урху","Урха","Урхом","Урхе"
"Урье","M","Урье","Урье","Урье","Урье","Урье"
"Усама","M","Усама","Усаму","Усама","Усамом","Усаме"
"Усеин","M","","","","",""
"Усейн","M","Усейна","Усейну","Усейна","Усейном","Усейне"
"Усман","M","Усмана","Усману","Усмана","Усманом","Усмане"
"Усние","F","Уснии","Уснии","Уснии","Уснией","Усние"
"Устим","M","","","","",""
"Устин","M","Устина","Устину","Устина","Устином","Устине"
"Устина","F","Устины","Устине","Устины","Устиной","Устине"
"Ушар","M","","","","",""
"Фаат","M","","","","",""
"Фабиян","M","","","","",""
"Фабрицио","M","Фабрицио","Фабрицио","Фабрицио","Фабрицио","Фабрицио"
"Фав","M","","","","",""
"Фавасим","M","","","","",""
"Фавдея","F","Фавдеи","Фавдее","Фавдеи","Фавдеей","Фавдее"
"Фагд","M","Фагда","Фагду","Фагда","Фагдом","Фагде"
"Фагим","M","","","","",""
"Фадей","M","","","","",""
"Фадиз","M","","","","",""
"Фадий","M","Фадия","Фадию","Фадия","Фадием","Фадие"
"Фазил","M","","","","",""
"Фазила","M","Фазила","Фазилу","Фазила","Фазилом","Фазиле"
"Фазиле","F","Фазиле","Фазиле","Фазиле","Фазилей","Фазиле"
"Фазиль","F","Фазиль","Фазиль","Фазиль","Фазиль","Фазиль"
"Фазиль","M","Фазиля","Фазилю","Фазиля","Фазилем","Фазиле"
"Фаик","M","Фаика","Фаику","Фаика","Фаиком","Фаике"
